date,title,volume,authors,type,abstract,method,keyword,n_volume
2021-10-07,Right-left ventricular shape variations in tetralogy of Fallot: associations with pulmonary regurgitation,"Volume 23, article number 105, (2021)","Charlène A. Mauger1,2 na1, Sachin Govil3 na1, Radomir Chabiniok4,5,6,7, Kathleen Gilbert2, Sanjeet Hegde3,8, Tarique Hussain4, Andrew D. McCulloch3, Christopher J. Occleshaw9, Jeffrey Omens3, James C. Perry3,8, Kuberan Pushparajah10, Avan Suinesiaputra11, Liang Zhong ORCID: orcid.org/0000-0003-3608-417312,13 & …Alistair A. Young ORCID: orcid.org/0000-0001-5702-42201,10 Show authors 4407 Accesses 2 Altmetric ",Research,"Relationships between right ventricular (RV) and left ventricular (LV) shape and function may be useful in determining optimal timing for pulmonary valve replacement in patients with repaired tetralogy of Fallot (rTOF). However, these are multivariate and difficult to quantify. We aimed to quantify variations in biventricular shape associated with pulmonary regurgitant volume (PRV) in rTOF using a biventricular atlas.","In this cross-sectional retrospective study, a biventricular shape model was customized to cardiovascular magnetic resonance (CMR) images from 88 rTOF patients (median age 16, inter-quartile range 11.8–24.3 years). Morphometric scores quantifying biventricular shape at end-diastole and end-systole were computed using principal component analysis. Multivariate linear regression was used to quantify biventricular shape associations with PRV, corrected for age, sex, height, and weight. Regional associations were confirmed by univariate correlations with distances and angles computed from the models, as well as global systolic strains computed from changes in arc length from end-diastole to end-systole.",machine learning,23
2021-10-11,Incremental value of left atrial booster and reservoir strain in predicting atrial fibrillation in patients with hypertrophic cardiomyopathy: a cardiovascular magnetic resonance study,"Volume 23, article number 109, (2021)","Betty Raman ORCID: orcid.org/0000-0002-1239-96081 na1, Robert W. Smillie1 na1, Masliza Mahmod1, Kenneth Chan1, Rina Ariga1, Chrysovalantou Nikolaidou1, Elizabeth Ormondroyd2, Kate Thomson2, Andrew R. Harper2, Gifford Tan1, Adam J. Lewandowski2, Fernando Rodriguez Bajo1, Eleanor C. Wicks1, Barbara Casadei2, Hugh Watkins2 na2 & …Stefan Neubauer1 na2 Show authors 5390 Accesses 10 Altmetric 1 Mention ",Research,"Left atrial (LA) size and function are known predictors of new onset atrial fibrillation (AF) in hypertrophic cardiomyopathy (HCM) patients. Components of LA deformation including reservoir, conduit, and booster function provide additional information on atrial mechanics. Whether or not LA deformation can augment our ability to predict the risk of new onset AF in HCM patients beyond standard measurements is unknown.","We assessed LA size, function, and deformation on cardiovascular magnetic resonance (CMR) in 238 genotyped HCM patients and compared this with twenty age, sex, blood pressure and body mass index matched control subjects. We further evaluated the determinants of new onset AF in HCM patients.",machine learning,23
2021-03-29,Influence of the arterial input sampling location on the diagnostic accuracy of cardiovascular magnetic resonance stress myocardial perfusion quantification,"Volume 23, article number 35, (2021)","Xenios Milidonis ORCID: orcid.org/0000-0002-5446-94591 na1, Russell Franks1 na1, Torben Schneider1,2, Javier Sánchez-González3, Eva C. Sammut1,4, Sven Plein1,5 & …Amedeo Chiribiri1 Show authors 3256 Accesses 3 Altmetric ",Research,"Quantification of myocardial blood flow (MBF) and myocardial perfusion reserve (MPR) by cardiovascular magnetic resonance (CMR) perfusion requires sampling of the arterial input function (AIF). While variation in the AIF sampling location is known to impact quantification by CMR and positron emission tomography (PET) perfusion, there is no evidence to support the use of a specific location based on their diagnostic accuracy in the detection of coronary artery disease (CAD). This study aimed to evaluate the accuracy of stress MBF and MPR for different AIF sampling locations for the detection of abnormal myocardial perfusion with expert visual assessment as the reference.","Twenty-five patients with suspected or known CAD underwent vasodilator stress-rest perfusion with a dual-sequence technique at 3T. A low-resolution slice was acquired in 3-chamber view to allow AIF sampling at five different locations: left atrium (LA), basal left ventricle (bLV), mid left ventricle (mLV), apical left ventricle (aLV) and aortic root (AoR). MBF and MPR were estimated at the segmental level using Fermi function-constrained deconvolution. Segments were scored as having normal or abnormal perfusion by visual assessment and the diagnostic accuracy of stress MBF and MPR for each location was evaluated using receiver operating characteristic curve analysis.",machine learning,23
2021-07-08,Quantification of regurgitation in mitral valve prolapse with four-dimensional flow cardiovascular magnetic resonance,"Volume 23, article number 87, (2021)","Ricardo A. Spampinato1 na1, Cosima Jahnke2 na1, Gerard Crelier3, Frank Lindemann2, Florian Fahr1, Monika Czaja-Ziolkowska2, Franz Sieg1, Elfriede Strotdrees1, Gerhard Hindricks2, Michael A. Borger1 & …Ingo Paetsch2 Show authors 5492 Accesses 5 Altmetric ",Research,"Four-dimensional cardiovascular magnetic resonance (CMR) flow assessment (4D flow) allows to derive volumetric quantitative parameters in mitral regurgitation (MR) using retrospective valve tracking. However, prior studies have been conducted in functional MR or in patients with congenital heart disease, thus, data regarding the usefulness of 4D flow CMR in case of a valve pathology like mitral valve prolapse (MVP) are scarce. This study aimed to evaluate the clinical utility of cine-guided valve segmentation of 4D flow CMR in assessment of MR in MVP when compared to standardized routine CMR and transthoracic echocardiography (TTE).","Six healthy subjects and 54 patients (55 ± 16 years; 47 men) with MVP were studied. TTE severity grading used a multiparametric approach resulting in mild/mild-moderate (n = 12), moderate-severe (n = 12), and severe MR (n = 30). Regurgitant volume (RVol) and regurgitant fraction (RF) were also derived using standard volumetric CMR and 4D flow CMR datasets with direct measurement of regurgitant flow (4DFdirect) and indirect calculation using the formula: mitral valve forward flow - left ventricular outflow tract stroke volume (4DFindirect).",machine learning,23
2021-01-12,2020 - State of our JCMR,"Volume 23, article number 6, (2021)",Warren J. Manning1 3983 Accesses 2 Altmetric ,Review,NA,NA,machine learning,23
2020-02-06,Sub-segmental quantification of single (stress)-pass perfusion CMR improves the diagnostic accuracy for detection of obstructive coronary artery disease,"Volume 22, article number 14, (2020)","Melanie T. P. Le1, Niloufar Zarinabad1, Tommaso D’Angelo1,2, Ibnul Mia1, Robert Heinke1, Thomas J. Vogl3, Andreas Zeiher4, Eike Nagel1 & …Valentina O. Puntmann1,4 Show authors 4599 Accesses 6 Altmetric ",Research,"Myocardial perfusion with cardiovascular magnetic resonance (CMR) imaging is an established diagnostic test for evaluation of myocardial ischaemia. For quantification purposes, the 16 segment American Heart Association (AHA) model poses limitations in terms of extracting relevant information on the extent/severity of ischaemia as perfusion deficits will not always fall within an individual segment, which reduces its diagnostic value, and makes an accurate assessment of outcome data or a result comparison across various studies difficult. We hypothesised that division of the myocardial segments into epi- and endocardial layers and a further circumferential subdivision, resulting in a total of 96 segments, would improve the accuracy of detecting myocardial hypoperfusion. Higher (sub-)subsegmental recording of perfusion abnormalities, which are defined relatively to the normal reference using the subsegment with the highest value, may improve the spatial encoding of myocardial blood flow, based on a single stress perfusion acquisition.",A proof of concept comparison study of subsegmentation approaches based on transmural segments (16 AHA and 48 segments) vs. subdivision into epi- and endocardial (32) subsegments vs. further circumferential subdivision into 96 (sub-)subsegments for diagnostic accuracy against invasively defined obstructive coronary artery disease (CAD).,machine learning,22
2020-12-14,Myocardial fibrosis in asymptomatic and symptomatic chronic severe primary mitral regurgitation and relationship to tissue characterisation and left ventricular function on cardiovascular magnetic resonance,"Volume 22, article number 86, (2020)","Boyang Liu ORCID: orcid.org/0000-0002-3497-68671,2, Desley A. H. Neil3,4, Monisha Premchand1, Moninder Bhabra13, Ramesh Patel5, Thomas Barker5, Nicolas Nikolaidis6, J. Stephen Billing6, Thomas A. Treibel7,8, James C. Moon7,8, Arantxa González9,10, James Hodson11, Nicola C. Edwards12 & …Richard P. Steeds1,2 Show authors 4376 Accesses 3 Altmetric ",Research,"Myocardial fibrosis occurs in end-stage heart failure secondary to mitral regurgitation (MR), but it is not known whether this is present before onset of symptoms or myocardial dysfunction. This study aimed to characterise myocardial fibrosis in chronic severe primary MR on histology, compare this to tissue characterisation on cardiovascular magnetic resonance (CMR) imaging, and investigate associations with symptoms, left ventricular (LV) function, and exercise capacity.",Patients with class I or IIa indications for surgery underwent CMR and cardiopulmonary exercise testing. LV biopsies were taken at surgery and the extent of fibrosis was quantified on histology using collagen volume fraction (CVFmean) compared to autopsy controls without cardiac pathology.,machine learning,22
2021-05-20,Four-dimensional flow cardiovascular magnetic resonance in tetralogy of Fallot: a systematic review,"Volume 23, article number 59, (2021)","Ayah Elsayed1, Kathleen Gilbert2, Miriam Scadeng1, Brett R. Cowan3, Kuberan Pushparajah4 & …Alistair A. Young ORCID: orcid.org/0000-0001-5702-42201,4 Show authors 5812 Accesses 6 Altmetric ",Review,"Patients with repaired Tetralogy of Fallot (rTOF) often develop cardiovascular dysfunction and require regular imaging to evaluate deterioration and time interventions such as pulmonary valve replacement. Four-dimensional flow cardiovascular magnetic resonance (4D flow CMR) enables detailed assessment of flow characteristics in all chambers and great vessels. We performed a systematic review of intra-cardiac 4D flow applications in rTOF patients, to examine clinical utility and highlight optimal methods for evaluating rTOF patients.",A comprehensive literature search was undertaken in March 2020 on Google Scholar and Scopus. A modified version of the Critical Appraisal Skills Programme (CASP) tool was used to assess and score the applicability of each study. Important clinical outcomes were assessed including similarities and differences.,machine learning,23
2019-08-12,Neural-network classification of cardiac disease from 31P cardiovascular magnetic resonance spectroscopy measures of creatine kinase energy metabolism,"Volume 21, article number 49, (2019)","Meiyappan Solaiyappan1, Robert G. Weiss2 & Paul A. Bottomley ORCID: orcid.org/0000-0002-0071-01551 3335 Accesses 7 Altmetric ",Research,"The heart’s energy demand per gram of tissue is the body’s highest and creatine kinase (CK) metabolism, its primary energy reserve, is compromised in common heart diseases. Here, neural-network analysis is used to test whether noninvasive phosphorus (31P) cardiovascular magnetic resonance spectroscopy (CMRS) measurements of cardiac adenosine triphosphate (ATP) energy, phosphocreatine (PCr), the first-order CK reaction rate kf, and the rate of ATP synthesis through CK (CK flux), can predict specific human heart disease and clinical severity.","The data comprised the extant 178 complete sets of PCr and ATP concentrations, kf, and CK flux data from human CMRS studies performed on clinical 1.5 and 3 Tesla scanners. Healthy subjects and patients with nonischemic cardiomyopathy, dilated (DCM) or hypertrophic disease, New York Heart Association (NYHA) class I-IV heart failure (HF), or with anterior myocardial infarction are included. Three-layer neural-networks were created to classify disease and to differentiate DCM, hypertrophy and clinical NYHA class in HF patients using leave-one-out training. Network performance was assessed using ‘confusion matrices’ and ‘area-under-the-curve’ (AUC) analyses of ‘receiver operating curves’. Possible methodological bias and network imbalance were tested by segregating 1.5 and 3 Tesla data, and by data augmentation by random interpolation of nearest neighbors, respectively.",machine learning,21
2019-03-14,Automated quality control in image segmentation: application to the UK Biobank cardiovascular magnetic resonance imaging study,"Volume 21, article number 18, (2019)","Robert Robinson ORCID: orcid.org/0000-0003-3688-83311, Vanya V. Valindria1, Wenjia Bai1, Ozan Oktay1, Bernhard Kainz1, Hideaki Suzuki2, Mihir M. Sanghvi4,5, Nay Aung4,5, José Miguel Paiva4, Filip Zemrak4,5, Kenneth Fung4,5, Elena Lukaschuk6, Aaron M. Lee4,5, Valentina Carapella6, Young Jin Kim6,7, Stefan K. Piechnik6, Stefan Neubauer6, Steffen E. Petersen4,5, Chris Page3, Paul M. Matthews2,8, Daniel Rueckert1 & …Ben Glocker1 Show authors 10k Accesses 12 Altmetric ",Research,"The trend towards large-scale studies including population imaging poses new challenges in terms of quality control (QC). This is a particular issue when automatic processing tools such as image segmentation methods are employed to derive quantitative measures or biomarkers for further analyses. Manual inspection and visual QC of each segmentation result is not feasible at large scale. However, it is important to be able to automatically detect when a segmentation method fails in order to avoid inclusion of wrong measurements into subsequent analyses which could otherwise lead to incorrect conclusions.","To overcome this challenge, we explore an approach for predicting segmentation quality based on Reverse Classification Accuracy, which enables us to discriminate between successful and failed segmentations on a per-cases basis. We validate this approach on a new, large-scale manually-annotated set of 4800 cardiovascular magnetic resonance (CMR) scans. We then apply our method to a large cohort of 7250 CMR on which we have performed manual QC.",machine learning,21
2017-11-20,High-resolution and accelerated multi-parametric mapping with automated characterization of vessel disease using intravascular MRI,"Volume 19, article number 89, (2017)","Guan Wang1,2, Yi Zhang2, Shashank Sathyanarayana Hegde2 & …Paul A. Bottomley1,2 Show authors 3191 Accesses 5 Altmetric ",Research,"Atherosclerosis is prevalent in cardiovascular disease, but present imaging modalities have limited capabilities for characterizing lesion stage, progression and response to intervention. This study tests whether intravascular magnetic resonance imaging (IVMRI) measures of relaxation times (T1, T2) and proton density (PD) in a clinical 3 Tesla scanner could characterize vessel disease, and evaluates a practical strategy for accelerated quantification.","IVMRI was performed in fresh human artery segments and swine vessels in vivo, using fast multi-parametric sequences, 1–2 mm diameter loopless antennae and 200–300 μm resolution. T1, T2 and PD data were used to train a machine learning classifier (support vector machine, SVM) to automatically classify normal vessel, and early or advanced disease, using histology for validation. Disease identification using the SVM was tested with receiver operating characteristic curves. To expedite acquisition of T1, T2 and PD data for vessel characterization, the linear algebraic method (‘SLAM’) was modified to accommodate the antenna’s highly-nonuniform sensitivity, and used to provide average T1, T2 and PD measurements from compartments of normal and pathological tissue segmented from high-resolution images at acceleration factors of R ≤ 18-fold. The results were validated using compartment-average measures derived from the high-resolution scans.",machine learning,19
2018-12-28,Journal of Cardiovascular Magnetic Resonance 2017,"Volume 20, article number 89, (2018)",Warren J. Manning1 5081 Accesses 7 Altmetric ,Review,"In accordance with Open-Access publishing of Biomed Central, the JCMR articles are published on-line in continuus fashion and in the chronologic order of acceptance, with no collating of the articles into sections or special thematic issues. For this reason, over the years, the Editors have felt that it is useful to annually summarize the publications into broad areas of interest or theme, so that readers can view areas of interest in a single article in relation to each other and other contemporary JCMR articles. In this publication, the manuscripts are presented in broad themes and set in context with related literature and previously published JCMR papers to guide continuity of thought within the journal. In addition, I have elected to use this format to convey information regarding the editorial process to the readership.",NA,machine learning,20
2019-01-14,Automated analysis of cardiovascular magnetic resonance myocardial native T1 mapping images using fully convolutional neural networks,"Volume 21, article number 7, (2019)","Ahmed S. Fahmy1,2, Hossam El-Rewaidy1, Maryam Nezafat1, Shiro Nakamori1 & …Reza Nezafat1 Show authors 6229 Accesses 9 Altmetric ",Research,"Cardiovascular magnetic resonance (CMR) myocardial native T1 mapping allows assessment of interstitial diffuse fibrosis. In this technique, the global and regional T1 are measured manually by drawing region of interest in motion-corrected T1 maps. The manual analysis contributes to an already lengthy CMR analysis workflow and impacts measurements reproducibility. In this study, we propose an automated method for combined myocardium segmentation, alignment, and T1 calculation for myocardial T1 mapping.","A deep fully convolutional neural network (FCN) was used for myocardium segmentation in T1 weighted images. The segmented myocardium was then resampled on a polar grid, whose origin is located at the center-of-mass of the segmented myocardium. Myocardium T1 maps were reconstructed from the resampled T1 weighted images using curve fitting. The FCN was trained and tested using manually segmented images for 210 patients (5 slices, 11 inversion times per patient). An additional image dataset for 455 patients (5 slices and 11 inversion times per patient), analyzed by an expert reader using a semi-automatic tool, was used to validate the automatically calculated global and regional T1 values. Bland-Altman analysis, Pearson correlation coefficient, r, and the Dice similarity coefficient (DSC) were used to evaluate the performance of the FCN-based analysis on per-patient and per-slice basis. Inter-observer variability was assessed using intraclass correlation coefficient (ICC) of the T1 values calculated by the FCN-based automatic method and two readers.",machine learning,21
2019-08-08,Echocardiography and cardiovascular magnetic resonance based evaluation of myocardial strain and relationship with late gadolinium enhancement,"Volume 21, article number 46, (2019)","Jennifer Erley1, Davide Genovese2,3, Natalie Tapaskar2, Nazia Alvi2,7, Nina Rashedi2, Stephanie A. Besser2, Keigo Kawaji2,4, Neha Goyal2, Sebastian Kelle1,5,6, Roberto M. Lang2, Victor Mor-Avi2 & …Amit R. Patel2 Show authors 7798 Accesses 9 Altmetric ",Research,"We sought to: (1) determine the agreement in cardiovascular magnetic resonance (CMR) and speckle tracking echocardiography (STE) derived strain measurements, (2) compare their reproducibility, (3) determine which approach is best related to CMR late gadolinium enhancement (LGE).","While STE-derived strain is routinely used to assess left ventricular (LV) function, CMR strain measurements are not yet standardized. Strain can be measured using dedicated pulse sequences (strain-encoding, SENC), or post-processing of cine images (feature tracking, FT). It is unclear whether these measurements are interchangeable, and whether strain can be used as an alternative to LGE.",machine learning,21
2018-09-14,Automated cardiovascular magnetic resonance image analysis with fully convolutional networks,"Volume 20, article number 65, (2018)","Wenjia Bai ORCID: orcid.org/0000-0003-2943-76981, Matthew Sinclair1, Giacomo Tarroni1, Ozan Oktay1, Martin Rajchl1, Ghislain Vaillant1, Aaron M. Lee2, Nay Aung2, Elena Lukaschuk3, Mihir M. Sanghvi2, Filip Zemrak2, Kenneth Fung2, Jose Miguel Paiva2, Valentina Carapella3, Young Jin Kim3, Hideaki Suzuki4, Bernhard Kainz1, Paul M. Matthews4, Steffen E. Petersen2, Stefan K. Piechnik3, Stefan Neubauer3, Ben Glocker1 & …Daniel Rueckert1 Show authors 25k Accesses 23 Altmetric ",Research,"Cardiovascular resonance (CMR) imaging is a standard imaging modality for assessing cardiovascular diseases (CVDs), the leading cause of death globally. CMR enables accurate quantification of the cardiac chamber volume, ejection fraction and myocardial mass, providing information for diagnosis and monitoring of CVDs. However, for years, clinicians have been relying on manual approaches for CMR image analysis, which is time consuming and prone to subjective errors. It is a major clinical challenge to automatically derive quantitative and clinically relevant information from CMR images.","Deep neural networks have shown a great potential in image pattern recognition and segmentation for a variety of tasks. Here we demonstrate an automated analysis method for CMR images, which is based on a fully convolutional network (FCN). The network is trained and evaluated on a large-scale dataset from the UK Biobank, consisting of 4,875 subjects with 93,500 pixelwise annotated images. The performance of the method has been evaluated using a number of technical metrics, including the Dice metric, mean contour distance and Hausdorff distance, as well as clinically relevant measures, including left ventricle (LV) end-diastolic volume (LVEDV) and end-systolic volume (LVESV), LV mass (LVM); right ventricle (RV) end-diastolic volume (RVEDV) and end-systolic volume (RVESV).",machine learning,20
2019-07-18,Right ventricular shape and function: cardiovascular magnetic resonance reference morphology and biventricular risk factor morphometrics in UK Biobank,"Volume 21, article number 41, (2019)","Charlène Mauger1, Kathleen Gilbert1,2, Aaron M. Lee3, Mihir M. Sanghvi3, Nay Aung3, Kenneth Fung3, Valentina Carapella4, Stefan K. Piechnik4, Stefan Neubauer4, Steffen E. Petersen3, Avan Suinesiaputra1 & …Alistair A. Young ORCID: orcid.org/0000-0001-5702-42201,5 Show authors 9131 Accesses 16 Altmetric ",Research,"The associations between cardiovascular disease (CVD) risk factors and the biventricular geometry of the right ventricle (RV) and left ventricle (LV) have been difficult to assess, due to subtle and complex shape changes. We sought to quantify reference RV morphology as well as biventricular variations associated with common cardiovascular risk factors.","A biventricular shape atlas was automatically constructed using contours and landmarks from 4329 UK Biobank cardiovascular magnetic resonance (CMR) studies. A subdivision surface geometric mesh was customized to the contours using a diffeomorphic registration algorithm, with automatic correction of slice shifts due to differences in breath-hold position. A reference sub-cohort was identified consisting of 630 participants with no CVD risk factors. Morphometric scores were computed using linear regression to quantify shape variations associated with four risk factors (high cholesterol, high blood pressure, obesity and smoking) and three disease factors (diabetes, previous myocardial infarction and angina).",machine learning,21
2018-09-24,"Cardiovascular magnetic resonance imaging in the prospective, population-based, Hamburg City Health cohort study: objectives and design","Volume 20, article number 68, (2018)","Sebastian Bohnen1, Maxim Avanesov2, Annika Jagodzinski1,3, Renate B. Schnabel1,3, Tanja Zeller1,3, Mahir Karakas1,3, Jan Schneider1, Enver Tahir2, Ersin Cavus1, Clemens Spink2, Ulf K. Radunski1, Francisco Ojeda1, Gerhard Adam2, Stefan Blankenberg1,3, Gunnar K. Lund2 & …Kai Muellerleile1,3 Show authors 4292 Accesses 1 Altmetric ",Research,"The purpose of this work is to describe the objectives and design of cardiovascular magnetic resonance (CMR) imaging in the single center, prospective, population-based Hamburg City Health study (HCHS). The HCHS aims at improving risk stratification for coronary artery disease (CAD), atrial fibrillation (AF) and heart failure (HF).","The HCHS will finally include 45,000 inhabitants of the city of Hamburg (Germany) between 45 and 74 years who undergo an extensive cardiovascular evaluation and collection of biomaterials. Risk-scores for CAD, AF and HF are used to create enriched subpopulations who are invited for CMR. A total number of approximately 12,362 subjects will undergo CMR and incident CAD, AF and HF will be assessed after 6 years follow-up. The standard CMR protocol includes cine-CMR, T1 and T2 mapping, aortic/mitral valve flow measurements, Late gadolinium enhancement, angiographies and measurements of aortic distensibility. A stress-perfusion scan is added in individuals at risk for CAD. The workflow of CMR data acquisition and analyses was evaluated in a pilot cohort of 200 unselected subjects.",machine learning,20
2016-01-27,Fully automatic segmentation of heart chambers in cardiac MRI using deep learning,"Volume 18, article number P351, (2016)","MR Avendi2,1, Arash Kheradvar2 & Hamid Jafarkhani1 5054 Accesses 3 Altmetric ",Poster presentation,NA,NA,machine learning,18
2017-09-06,Radiation-free CMR diagnostic heart catheterization in children,"Volume 19, article number 65, (2017)","Kanishka Ratnayaka1,3, Joshua P. Kanter2, Anthony Z. Faranesh1, Elena K. Grant1,2, Laura J. Olivieri2, Russell R. Cross2, Ileen F. Cronin2, Karin S. Hamann2, Adrienne E. Campbell-Washburn1, Kendall J. O’Brien1,2, Toby Rogers1, Michael S. Hansen1 & …Robert J. Lederman1 Show authors 5400 Accesses 13 Altmetric ",Research,"Children with heart disease may require repeated X-Ray cardiac catheterization procedures, are more radiosensitive, and more likely to survive to experience oncologic risks of medical radiation. Cardiovascular magnetic resonance (CMR) is radiation-free and offers information about structure, function, and perfusion but not hemodynamics. We intend to perform complete radiation-free diagnostic right heart catheterization entirely using CMR fluoroscopy guidance in an unselected cohort of pediatric patients; we report the feasibility and safety.","We performed 50 CMR fluoroscopy guided comprehensive transfemoral right heart catheterizations in 39 pediatric (12.7 ± 4.7 years) subjects referred for clinically indicated cardiac catheterization. CMR guided catheterizations were assessed by completion (success/failure), procedure time, and safety events (catheterization, anesthesia). Pre and post CMR body temperature was recorded. Concurrent invasive hemodynamic and diagnostic CMR data were collected.",machine learning,19
2015-02-03,Local late gadolinium enhancement features to identify the electrophysiological substrate of post-infarction ventricular tachycardia: a machine learning approach,"Volume 17, article number P234, (2015)","Rocio Cabrera Lozoya1, Jan Margeta1, Loic Le Folgoc1, Yuki Komatsu2, Benjamin Berte2, Jatin S Relan2, Hubert Cochet2, Michel Haïssaguerre2, Pierre Jaïs2, Nicholas Ayache1 & …Maxime Sermesant1 Show authors 1727 Accesses ",Poster presentation,NA,NA,machine learning,17
2016-11-14,Objective criteria for septal fibrosis in non-ischemic dilated cardiomyopathy: validation for the prediction of future cardiovascular events,"Volume 18, article number 82, (2017)","Yoko Mikami1, Aidan Cornhill1, Bobak Heydari1,4,5, Sebastien X. Joncas1, Fahad Almehmadi2, Mohammed Zahrani2, Mahmoud Bokhari2, John Stirrat3, Raymond Yee2, Naeem Merchant1,4,5, Carmen P. Lydell1,4,5, Andrew G. Howarth1,4,5 & …James A. White1,4,5 Show authors 5567 Accesses 5 Altmetric ",Research,Expert subjective reporting of mid-wall septal fibrosis on late gadolinium enhancement (LGE) images has been shown to predict major cardiovascular outcomes in patients with non-ischemic dilated cardiomyopathy (NIDCM). This study aims to establish objective criteria for non-experts to report clinically relevant septal fibrosis and compare its performance by such readers versus experts for the prediction of cardiovascular events.,"LGE cardiovascular magnetic resonance (CMR) was performed in 118 consecutive patients with NIDCM (mean age 57 ± 14, 42 % female) and the presence of septal fibrosis scored by expert readers. CMR-naive readers performed signal threshold-based LGE quantification by referencing mean values of remote tissue and applying these to a pre-defined anatomic region to measure septal fibrosis. All patients were followed for the primary composite outcome of cardiac mortality or appropriate implantable cardioverter-defibrillator (ICD) therapy.",machine learning,18
2015-02-03,Dictionary learning for unsupervised identification of ischemic territories in CP-BOLD Cardiac MRI at rest,"Volume 17, article number Q13, (2015)","Marco Bevilacqua1, Cristian Rusu4, Rohan Dharmakumar3 & …Sotirios Tsaftaris1,2 Show authors 1338 Accesses ",Walking poster presentation,NA,NA,machine learning,17
2016-01-27,Towards pixel-wise area-at-risk characterization with cardiac BOLD MRI at rest,"Volume 18, article number P63, (2016)","Marco Bevilacqua3, Rohan Dharmakumar4 & Sotirios Tsaftaris1,2 1039 Accesses ",Poster presentation,NA,NA,machine learning,18
2016-08-26,Principles of cardiovascular magnetic resonance feature tracking and echocardiographic speckle tracking for informed clinical use,"Volume 18, article number 51, (2016)","Gianni Pedrizzetti1, Piet Claus2, Philip J. Kilner3 & …Eike Nagel ORCID: orcid.org/0000-0002-6044-950X4 Show authors 14k Accesses 30 Altmetric 2 Mentions ",Review,NA,NA,machine learning,18
2013-12-20,Evaluation of current algorithms for segmentation of scar tissue from late Gadolinium enhancement cardiovascular magnetic resonance of the left atrium: an open-access grand challenge,"Volume 15, article number 105, (2013)","Rashed Karim1, R James Housden1, Mayuragoban Balasubramaniam1, Zhong Chen1, Daniel Perry2, Ayesha Uddin1, Yosra Al-Beyatti1, Ebrahim Palkhi1, Prince Acheampong1, Samantha Obom1, Anja Hennemuth8, YingLi Lu7, Wenjia Bai4, Wenzhe Shi4, Yi Gao6, Heinz-Otto Peitgen8, Perry Radau7, Reza Razavi1, Allen Tannenbaum5, Daniel Rueckert4, Josh Cates2, Tobias Schaeffter1, Dana Peters3,9, Rob MacLeod2 & …Kawal Rhode1 Show authors 12k Accesses 9 Altmetric ",Research,Late Gadolinium enhancement (LGE) cardiovascular magnetic resonance (CMR) imaging can be used to visualise regions of fibrosis and scarring in the left atrium (LA) myocardium. This can be important for treatment stratification of patients with atrial fibrillation (AF) and for assessment of treatment after radio frequency catheter ablation (RFCA). In this paper we present a standardised evaluation benchmarking framework for algorithms segmenting fibrosis and scar from LGE CMR images. The algorithms reported are the response to an open challenge that was put to the medical imaging community through an ISBI (IEEE International Symposium on Biomedical Imaging) workshop.,"The image database consisted of 60 multicenter, multivendor LGE CMR image datasets from patients with AF, with 30 images taken before and 30 after RFCA for the treatment of AF. A reference standard for scar and fibrosis was established by merging manual segmentations from three observers. Furthermore, scar was also quantified using 2, 3 and 4 standard deviations (SD) and full-width-at-half-maximum (FWHM) methods. Seven institutions responded to the challenge: Imperial College (IC), Mevis Fraunhofer (MV), Sunnybrook Health Sciences (SY), Harvard/Boston University (HB), Yale School of Medicine (YL), King’s College London (KCL) and Utah CARMA (UTA, UTB). There were 8 different algorithms evaluated in this study.",machine learning,15
2013-01-30,Assessment of leg muscle morphology by contrast-enhanced magnetic resonance imaging (CE-MRI) in patients with peripheral arterial disease,"Volume 15, article number P235, (2013)","Gerd Brunner1,2, Jean Bismuth2, Vijay Nambi1,2, Christie M Ballantyne1,2, William A Zoghbi2, Alan Lumsden2, Joel Morrisett1 & …Dipan J Shah2 Show authors 1491 Accesses ",Poster presentation,NA,NA,machine learning,15
2013-01-30,Fully automatic planning of the long-axis views of the heart,"Volume 15, article number O54, (2013)","Carmel Hayes1, Devos Daniel2, Xiaoguang Lu3, Marie-Pierre Jolly3 & …Michaela Schmidt1 Show authors 2388 Accesses 5 Altmetric 1 Mention ",Oral presentation,NA,NA,machine learning,15
2013-05-28,"Imaging in population science: cardiovascular magnetic resonance in 100,000 participants of UK Biobank - rationale, challenges and approaches","Volume 15, article number 46, (2013)","Steffen E Petersen1, Paul M Matthews2,3, Fabian Bamberg4, David A Bluemke5, Jane M Francis6, Matthias G Friedrich7, Paul Leeson6, Eike Nagel8, Sven Plein9, Frank E Rademakers10, Alistair A Young11, Steve Garratt12, Tim Peakman12, Jonathan Sellors12, Rory Collins12 & …Stefan Neubauer6 Show authors 14k Accesses 17 Altmetric 1 Mention ",Review,NA,NA,machine learning,15
2012-02-01,"Fully-automatic, patient-specific 3D aortic arch modeling for patient treatment with aortic arch anomalies","Volume 14, article number O56, (2012)","Benedetta Leonardi1, Dime Vitanovski2, Allen Everett3, Michael Suehling2, Razvan Ionasec2, Ludmilla Mantione1 & …Giacomo Pongiglione1 Show authors 2704 Accesses ",Oral presentation,NA,NA,machine learning,14
